id,name,highest_office
2457,C. Lucilius (25) C. f. Pup. Hirrus,tr. pl. 53
2458,C. Cassius (59) Longinus,pr. 44
2459,M. Iunius (53) M. f. Brutus = Q. Servilius Caepio Brutus,pr. 44
2461,C. Antistius (39) C. f. Pol. Reginus,pr.? before 42
2462,Q. Fabius (154) Vergilianus,leg. lieut. 51
2463,M. Iunius (171) Silanus,son of M. Iunius (170) Silanus (Murena?)?
2464,"-. (Marcius) (42, cf. 43) Censorinus",leg. lieut.? 53
2465,-. Megabocchus (1),leg. lieut.? 53
2466,L. Minucius (38) Vel.? Basilus,pr. 45
2467,M. Octavius (33) Cn. f.,aed. cur. 50
2468,T. Sextius (13),pr. 45
2472,-. Egnatius (5),son of -. Egnatius (5)
2473,C. Trebonius (7),Eques 53
2474,C. Volcacius (7) Tullus,leg. lieut.? 48
2476,-. Manilius (24) Fal.? Cumanus,tr. pl. 52
2477,T. Munatius (32) Cam.? Plancus Bursa,tr. pl. 52
2478,Q. Pompeius (41) Rufus,tr. pl. 52
2479,L. Ateius (9) L. f. Ani. Capito,pr. before 49 to after 1
2480,L. Caecilius (75) L. f. Metellus,tr. pl. 49
2481,Q. Cassius (70) Longinus,tr. pl. 49
2482,M. Eppius (2) M. f. Ter.,q. 52
2483,"-. Considius (2, cf. 11 and 13)",quaesitor 52
2484,L. Fabius (22),quaesitor 52
2485,M. Aristius (1),tr. mil. 52
2486,C. Caninius (9) C. f. C. n. Ter. Rebilus,cos. suff. 45
2487,M. Sempronius (82) Rutilius,leg. lieut. 52
2488,C. Valerius (169) L. f. Flaccus,son of L. Valerius (179) L. f. C.? n. Flaccus
2489,"D. Iunius (55a, Supb. 5.369) D. f. D. n. Brutus Albinus",cos. desig. 43
2490,M. Scaptius (1),praef. 52
2491,C. Volusenus (3) Quadratus,Eques uncertain date
2493,C. Caelius (7),tr. pl. 51
2494,P. Cornelius (44),tr. pl. 51
2495,C. Vibius (16) C. f. C. n. Tro.? Pansa Caetronianus,cos. 43
2496,L. Vinicius (1) M. f. Pob.?,cos. suff. 33
2497,C. Antonius (20) M. f. M. n.,pr. 44
2498,"T. Furfanus (Furfanius 1, 7.307) Postumus",pr. before 54
2499,-. Furius (54) Crassipes,q. 51
2500,L. Mescinius (2) Rufus,q. 51
2501,"Q. Fufidius (7, cf. 5) Q. f. Cor. (step)",Eques uncertain date
2502,Sex. Lucilius (16),Eques uncertain date
2503,D. Antonius (3),leg. env. 51
2504,M. Anneius (Annaeus 2),leg. lieut. 50
2506,Q. Ligarius (4) Ser.?,sen. 43
2507,T. Titius (26),leg. lieut. 51
2508,L. Tullius (9),leg. lieut. 50
2510,"Q. Atius (Attius 33, Varus 5) Col.? Qui.? Varus",Eques uncertain date
2511,L. Clodius (9),praef. fabr. 51
2512,Q. (Paconius?)? (Lepta 1) Lepta,Eques uncertain date
2513,Q. Volusius (5),pr.? date uncertain
2515,P. Cornelius (141) P. f.  Dolabella = P. Cornelius Lentulus,cos. suff. 44
2516,C. Septimus (7) T. f.,pr. 57
2518,L. Scribonius (20) L. f. Libo,cos. 34
2519,C. Titius (37) L. f. Rufus,pr. 50
2520,M. Livius (19) Drusus (Claudianus),pr.? 50
2521,C. Furnius (3),cos. desig. before 29
2522,T. Antistius (22),q. 50
2523,L. Antonius (23) M. f. M. n. Pietas,cos. 41
2524,C. Coelius (14) Caldus,q. 50
2525,L.? Marius (4),q. 50
2527,"M. Scaptius (2, cf. 1)",Eques 51
2528,-. (Fabricius or Perperna?)? (Fabricius 14) Veiento,officer (title not preserved) 50
2529,L. Gavius (3),Eques uncertain date
2534,L. Marcius (77) L. f. L. n. Philippus,cos. suff. 38
2536,M. Valerius (268) M. f. Lem. Messalla Rufus,cos. 53
2537,C. Coponius (3),pr. 49
2538,-. Aurelius? (not in RE) Cotta,tr. pl.? 49
2539,-. Rubrius (5),tr. pl.? before 48
2540,-. Marcius (94) Rufus,q. 49
2541,Cn.? Nerius (3) Pup.,q. 49
2542,Sex. Quinctilius (17) Varus,pr.? 49 to 42
2543,Cn. Calpurnius (95) Cn. f. Cn. n. Piso Frugi,q.? 50
2544,-. (Terentius)? (78) Varro,moneyer 49
2546,Sex. Iulius (153) Caesar,q. before 47
2547,C. Servilius (39) C. f. Ter. Brocchus,tr. mil. 49
2548,C. Teutius ? (1) C. f. Aem.,tr. mil. 49
2549,C. Vulteius (Vulteius) Capito,tr. mil. 49
2550,L. Cornelius (70) P. f.  Balbus ('Balbillus') ('Balbillus'),q. 44
2552,N. Magius (9) Ani.,Eques uncertain date
2553,C. Asinius (25) Cn. f. Arn. Pollio,cos. 40
2554,Q. Hortensius (8) Q. f. L. n. Hortalus,pr.? before 47 to 45
2555,C. Attius (4) Paelignus,praef. 49
2557,-. Flaminius? (8) Flamma,praef. 49
2558,C. Gallonius (1),Eques uncertain date
2559,L. Iulius (144) L. f. L. n. Caesar,q.? before 49
2560,Q. Lucretius (36) Vespillo,sen. 43
2561,"-. Minucius (50, cf. 9)",praef. 48
2562,L. Nasidius (3),sen. 43
2563,M. Tullius (30) M. f. M. n. Cor. Cicero,son of M. Tullius (29) M. f. M. n. Cor. Cicero
2564,C. Valerius (365) Aem.? Triarius,"son of? C. Valerius (363, 366) Aem.? Triarius"
2565,V. Curius (Vib. 8),praef.? 49
2566,L. Vibullius (1) Rufus,Eques uncertain date
2567,Q. Marcius (83) L. f. Pap. Philippus,pr. before 47
2568,C. Rabirius (Curtius)? (6) C. f. Postumus,pr. before 47
2570,"M. Claudius (232, cf. 233) M. f. Marcellus Aeserninus",q. 48
2571,Ti. Claudius (254) Ti. f. Ap. n. Nero,pr. 42
2572,P. Cornelius (232) Lentulus Marcellinus,q. 48
2573,Q. Cornificius (8) Q. f. Mae.,pr.? 45
2574,C. Plaetorius (5),q. 48
2575,L. Cassius (65) Longinus,tr. pl. 44
2576,L.? Titius (13) L. f. Hispanus,Eques uncertain date
2577,A. Clodius (5),leg. env. 48
2578,Q. Patisius (1),sen. 44
2579,M. Plotius (not in RE),leg. env. 48
2580,A.? Postumius (8) Albinus?,leg. env.? 48
2581,A. Terentius (91) Varro (Murena),son of? L. Licinius (123) L. f. L. n. Mae. Murena
2582,M. Tiburtius (1),leg. env. 48
2583,M. Acilius (15) Caninus,pr.? before 46
2584,C. Calvisius (13) C. f. Clu.? Sabinus,cos. 39
2585,L. Canuleius (8),leg. lieut. 48
2586,Q. Cassius (21),pr. 44
2587,M. Pomponius (11),leg. lieut.? 48
2588,L. Staius (2) Vol.? Murcus,pr.? 45
2589,Q. Tillius (4) Cimber,leg. lieut. 48
2591,L. Cassius (14),praef.? 48
2593,"M. Opimius (9, cf. 2)",son of? M. Opimius (8)
2594,-. Otacilius (9) Crassus,praef. 48
2595,Cn. Pompeius (Theophanes 1) Theophanes,Eques uncertain date
2596,L. Staberius (2),praef. 48
2597,C. Iulius (132) C. f. C. n. Sca. Fab. Caesar Octavianus = C. Octavius C. f. Thurinus (or Caepias) ,cos. suff. 43
2598,L. Nonius (14) L. f. T?. n. Asprenas,cos. suff. 36
2600,Cn. Iulius (not in RE) L. f. (Caesar)?,q. before 47 to after 46
2601,-. Pomponius (not in RE) M. f. Victor,q.? c. 47
2602,C. Sextilius (23) Rufus,q. 49 to 47
2605,"Q. Gallius (7, cf. Quinctius 49) Q. f.",pr. 43
2606,T. Tettius (5) T. f. Vel.,praef. 47
2608,C. Carrinas (2) C. f. Col.? Qui.?,cos. suff. 43
2609,"L. Volcacius (9, 18) L. f. Tullus",cos. 33
2610,-. Granius (9) Fal.? Petro,q. desig. before 46
2611,M. Terentius (89) Varro Gibba,tr. pl. 43
2612,"-. Appuleius (2, cf. 15)",q. before 48 to after 47
2613,M. Minatius (3) Pom.? Sabinus,proq. 45
2614,C. Avienus (1),Eques uncertain date
2615,A. Fonteius (5),tr. mil. 46
2617,-. Titius (cf. 13) L. f. Hispanus,tr. mil. 46
2618,"M. Aquinus? (5, Aquinius 2)",Eques 46
2619,C. Didius (2),leg. lieut. 45
2620,C. Hostilius (22) Saserna,tr. pl.? 44
2621,P. Hostilius (24) Saserna,tr. pl.? 44
2622,"Sp.? Oppius (5, cf. 22)",pr. 44
2623,M. Publicius (12),leg. pro. pr. 46
2625,Q. (Aquila 8) Aquila,Eques uncertain date
2626,"L. Cispius (3, cf. 6) (Laevus?)?",brother of? M. Cispius (4)
2627,P. Cornelius (45),praef. 46
2628,C. Decimius (2),q. before 46
2629,L. Livineius (3) L. f. Regulus,IIIIvir a. p. f. 42
2630,C. Minucius (47) Reginus,praef. 46
2631,M. Rubrius (13),praef. 46
2632,Q. Tullius (32) Q. f. M. n. Cor. Cicero,q. 43
2633,A. Pompeius (26) Bithynicus,pr.? 45
2634,L. Tillius (5) Cimber,pr.? 45
2635,L. Aelius (75) Aem.? Lamia,pr. 42
2637,L. Pontius (17) Pap.? Aquila,tr. pl. 45
2638,P. Ventidius (5) P. f. Fab. Bassus,cos. suff. 43
2639,"M. Appuleius (13, cf. 14) Sex. f. ",q. 45
2640,C. Antistius (47) C. f. Vetus,q. 45
2641,"-. Curius (2, 8)",procos. before 44
2643,Q. Marcius (32),tr. mil. 45
2644,-. Aurelius (2),leg. lieut. 45
2645,-. Baebius (5),leg. lieut.? 44
2647,-. Horatius (3),leg. lieut. 43
2648,-. Latinius (Latinus 2),leg. lieut. 43
2649,M. Petrucidius (Petrosidius 2) M. f. Vel.?,leg. lieut. 45
2650,-. Venuleius (3),leg. lieut. 43
2651,P. Caucilius (not in RE),praef. 45
2652,-. Clodius (not in RE) Arquitius,praef. 45
2653,L. Munatius (19) Flaccus,praef. 45
2654,L. Vibius (14) Paciacus (or Pacciaecus)?,praef. 45
2655,C. Clovius (or Cluvius) (4),pr.? before 43 to after 31
2656,M. Rutilius (5),praef.? 45
2657,M. Appuleius (13),aug. before 44
2659,T. Annius (37) Cimber,pr. 44
2661,"M. Pupius (11, 12) M. f. M. n. Piso Frugi",pr. 44
2662,C. Cestius (3),pr. 44
2663,L. Cornelius (107) Cinna,pr. 44
2664,"L. Cornelius (197, cf. 219) Lentulus (Cruscellio)?",cos. suff. 38
2665,M. Cusinius (1) M. f. Vel.,pr. 44
2666,M. Gallius (5) Q. f.,pr. before 44
2667,"P. - (RE 16.1792 (1), no. 4) Naso",pr. 44
2668,Sp. Oppius (22),pr. 44
2669,"C. Turranius (4, cf. Toranius 4)",pr. 44
2670,"M. Vehilius (1, RE 8A.1.581)",pr. 44
2671,"L. Trebellius (4, cf. 5) (Fides)",aed. cur. before 43
2672,"A. Terentius (91, cf. 92) Varro Murena",aed. cur. before 43
2673,Q. Caelius (14),aed. 44
2674,-. Critonius (1),aed. 44
2675,L. Varius (6) Cotyla,aed. 44
2676,L. Caesetius (4) Flavus,tr. pl. 44
2677,Ti. Cannutius (3),tr. pl. 44
2678,D. Carfulenus (1),tr. pl. 44
2679,L. Decidius (4) Saxa,tr. pl. 44
2680,C. Epidius (3) Marullus,tr. pl. 44
2681,"C. Helvius (11, cf. 12) Fab. Cinna",tr. pl. 44
2684,L. Hostilius (23) Saserna,sen. 43
2685,-. Nonius (13) Asprenas,tr. pl. 44
2686,"C.? (Servilius) (52, cf. 53) Casca",sen. 44
2687,L. Flaminius (7) Chilo,tr. pl.? 44
2689,-. Cornelius (104) Cinna,q. 44
2690,L. Egnatuleius (2),q. 44
2691,Q. Rutilius (11),q. 44
2692,D. Turullius (1),q. 44
2697,M. Octavius (71) Ser.? Marsus,leg. lieut. 44 to 43
2699,Cn. Domitius (23) L. f. Cn. n. Ahenobarbus,cos. 32
2700,C. Cupiennius (2),praef. agr. dand. assig. 44
2701,-. Caesennius (6) Lento,sen. 43
2703,-. (Numisius)? (Nucula 1) Nucula,VIIvir agr. divid. 44
2705,-. -? (not in RE) Cafo,VIIvir agr. divid.? 44
2706,-. Licinius (10),lupercus? 44
2708,M'. Aquillius (16) Crassus,pr. 43
2709,M. Caecilius (45) Cornutus,pr. 43
2710,L. Cestius (4),pr. 43
2711,L. Marcius (48) L. f. C. n. Censorinus,cos. 39
2712,"-. Minucius (9, cf. 50) Rufus",pr. 43
2713,C. Norbanus (9a) C. f. Flaccus,cos. 38
2714,P. Rupilius (10) Rex,pr.? 43
2715,M. Volusius (4),aed. 43
2716,"P. Appuleius (15, cf. 2)",tr. pl. 43
2717,"L. Cornificius (5, cf. 4) L. f.",cos. 35
2718,-. Salvius (6),tr. pl. 43
2719,M. Servilius (21),tr. pl. 43
2720,P. Servilius (53) Casca Longus,tr. pl. 43
2721,P. Titius (20),tr. pl. 43
2723,C. Cassius (80) Pol. Parmensis,q. 43
2724,"Sex. Titius (24, Extitius 1) Aem.",q. 43
2725,A. Manlius (72) Torquatus,q. 43
2726,"P. (or Paullus) Aemilius (not in RE, cf. 82) P. f. Lepidus",sen. 43
2727,P. Licinius (not in RE),proq. 43
2728,Q. Patiscus (1),sen. 44
2729,L. Sestius (3) P. f. L. n. Quirinalis Albanianus,cos. suff. 23
2730,C. Catius (13) Qui. Vestinus,tr. mil. 43
2731,Q. Horatius (10) Flaccus,Eques 65
2732,C. Popillius (16) Laenas,tr. mil. 43
2735,"-. Cispius (6, cf. 3) Laevus",leg. env. 4 43
2736,-. -? (not in RE) Nerva,leg. env. 4 43
2737,"-. Volumnius (12, cf. 3, 4, 14) Flaccus",leg. env. 4 43
2738,"L. (not in RE, cf. Lucceius 6?)",leg. env. 4 43
2739,L. Calpurnius (27) Bibulus,son of M. Calpurnius (28) C. f. Bibulus
2740,"L. Calpurnius (73a, Supb. 3.230) Piso",leg. lieut. 43
2741,P. Canidius (2) P. f.  Crassus,cos. suff. 40
2742,L. Cassius (15) L. f. Longinus,sen. 43
2743,P. Decius (10),tr. pl. before 51 to after 45
2744,C. Flavius (11) Hemicillus,Eques 44
2747,M. Iunius (172) M. f. D. n. Silanus,proq. 32
2749,M. Lollius? (11) Paullinus,sen. 43
2750,Sex. Marius (27),leg. lieut. 43
2751,-. (Pedanius) (2) (P. f. P. n.) Aem.? Costa,leg. lieut. 42
2752,C. Peducaeus (1),leg. lieut. 43
2754,M. Porcius (13) Pap.? Cato,sen. 43
2755,-. Rufrenus (1),tr. pl. 42
2756,M. Satrius (1),son of? -. Satrius (A)
2757,C. Titius (9),leg. lieut. 43
2758,M. Valerius (261) M. f. M. n. Messalla Corvinus,cos. suff. 31
2760,C. Clodius (8),praef. 43
2761,"-. Fabius (3, cf. 100)",praef. 42
2762,L. Marcius (64) Figulus,son of C. Marcius (63) C. f. C. n. Figulus
2763,L. Sextilius (24) Rufus,praef. 43
2765,P. Volumnius (7) Eutrapelus?,Eques uncertain date
2766,P. Alfenus (8) P. f.  Ani.? Varus,cos. suff. 39
2767,"C. Cocceius (3, Supb. 7.90) Balbus",cos. suff. 39
2768,-. Villius (4) L. f. Annalis,aed.? 42
2769,L.? Clodius (18) Bithynicus?,tr. pl.? 42
2770,-. Hostilius (7) Tullus,tr. pl. 42
2771,M. Insteius (3),tr. pl. 42
2773,L. Plaetorius (15) Cestianus,q.? 42
2774,Q. Cornucius (8),procos. 42
2775,"D. Laelius (14, cf. 6) D. f. Balbus",q. pro pr. 42
2776,M. Lurius (1),promag. 31
2777,Q. Labienus (5) T. f. Parthicus,sen. 43
2778,Pacuvius Antistius (35) Labeo,sen. 44
2781,"L.? Cornelius (219, cf. 217) Lentulus Cruscellio",sen. 43
2782,-. Fannius (1) (Caepio?),leg. lieut. 42
2783,T. Manlius (64) T. f. Ser. Torquatus Sergia or Sergianus?,leg. lieut.? before 41
2786,Q. Paquius (2) Rufus,leg. lieut. 42
2788,Q. Salvidienus (4) Rufus Salvius,Eques uncertain date
2790,M. Turius (not in RE),leg. lieut. 40
2791,-. Ventidius (3),sen. 43
2792,C. Clodius (3),praef. 42
2794,-. - (not in RE) Helix,praef. 42
2795,L. Pinarius (24) Scarpus,Eques uncertain date
2796,"L. Q(uinctilius?)? (8, Varus 13, 8A.2393-4) Varus",pr. before 41
2797,-. Roscius (2),praef. 42
2799,C. (or P.) Falcidius (3),tr. pl. 41
2800,M. Barbatius (1) Pollio,pr. after 41
2801,-. Decidius (3) Saxa,q. 41
2802,L. Gellius (18) L. f. L. n. Poplicola,cos. 36
2803,Q. Pedius (2),q. 41
2804,-. Ateius (2),leg. lieut. 40
2806,M. Cocceius (13) Pap.? Nerva,cos. 36
2807,C. Fuficius (5) Fal. Fango,promag. 40
2808,M. Vipsanius (2) L. f. Agrippa,cos. 37
2809,M. Feridius (1),Eques uncertain date
2810,Q. Dellius (1),leg. env. 31
2811,"-. Manius (1, 2)",leg. env. 41
2813,-. Caecina (4) Sab.,leg. env. 41
2814,"C. Caninius (not in RE, cf. 6) Rebilus",leg. lieut. 41
2815,-. Tisienus (or Titisienus)? (1) Gallus,sen. 43
2816,C. Cornelius (164) Cn. f. Gallus,praef. fabr.? 31
2817,Q. Curtius (32) Salassus,Eques 45
2819,L. Cornelius (69) L. f. Clu. Balbus,cos. suff. 40
2821,L. Caninius (4) L. f. Pol.? Gallus,cos. 37
2822,T. Statilius (34) T. f. Taurus,cos. suff. 37
2823,L. Sempronius (26) L. f. L. n. Fal. Atratinus,cos. suff. 34
2828,"C. (Sentius)? (cf. 4, 9) Saturninus (Vetulo)?",sen. 43
2829,C. Iulius (Helenus 8) Helenus,leg. lieut. 40
2830,C. Livius (not in RE),leg. lieut.? 40
2831,Cn.? Pompeius? (Menecrates 15) Cn. lib. Menecrates,leg. lieut.? 38
2832,Cn.? Pompeius? (Menodorus 1) Cn. lib. Menodorus,leg. lieut.? 35
2834,M. Titius (18) L. f.,cos. suff. 31
2835,"P. Servilius (81, cf. 80) Rullus",praef. 40
2836,"C. Velleius (2, cf. 5, 8A.638) Paterculus",Eques uncertain date
2840,C. Sosius (2) C. f. T. n.,cos. 32
2841,-. Pompaedius (or Poppaedius) ? (1) - f. Q. n. Ser. Silo,leg. lieut. 38
2843,C. Iulius (not in RE) Demetrius,praef. 39
2847,"Cn. Cornelius (219, cf. 197) Lentulus Cruscellio",pr.? after 39
2848,-. Vibius (12) Maximus,q. desig. 39
2849,M. Atius (not in RE) Balbus,promag. 38
2850,C. Maecenas (6) Pom.,Eques 70
2851,"C. Iunius (21a, 10.1279) C. f.",leg. lieut. 36
2852,Q. Nasidius (4),son of? L. Nasidius (3)
2853,Cn.? Pompeius? (Apollophanes 10) Apollophanes,leg. lieut. 36
2854,-. Pompeius? (Demochares 7) Demochares Papias,leg. lieut. 36
2856,-. Machaeras (not in RE),praef. 38
2857,Occia (3),Vestal. 38
2859,M. Oppius (15) M. f. SON,aed. 37
2860,M. Licinius (58) M. f. M. n. Crassus,sen. 43
2861,C. Fonteius (20) C. f. Capito,cos. suff. 33
2863,L. Cocceius (12) Nerva,brother of? M. Cocceius (13) Pap.? Nerva
2865,-. Marcius (not in RE) -,cos. suff. 36
2867,Ap. Claudius (298) C. f. Ap. n. Pulcher,cos. 38
2869,M. Oppius (24) Capito,son of M. Oppius (A) FATHER
2870,-. Flavius (94) Gallus,tr. mil. 36
2871,-. Ofillius (Ofellius 2),tr. mil. 36
2872,"P. (or T.) Carisius (1, cf. 2)",officer (title not preserved) 36
2873,Q. Lapronius (2),leg. lieut. 36
2874,-. Oppius (34) Statianus,leg. lieut. 36
2875,L. Plinius (4) L. f. Rufus,pr. desig.? 35
2880,-. Titinius (4),leg. lieut. 36
2881,T. Marius (30) C. f. Ste. Siculus,Eques uncertain date
2882,M. Mindius (5) M. f. Marcellus,Eques uncertain date
2885,"T. Peducaeus (3?, 7a, Supb. 7.834)",cos. suff. 35
2888,-. Fufius (13) Geminus,promag. 34
2889,-. Hiero? (19),promag.? 35
2890,L. Lollius (20) Palicanus,promag.? 34
2892,-. Curius (3),praef.? 35
2895,L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus,cos. suff. 34
2896,C. Memmius (10) C. f. L. n.,cos. suff. 34
2898,"Cn.? Asinius (2, cf. 12) (Cn. f.) Arn.? (Marrucinus)?",pr.? before 34
2903,M. Helvius (5),leg. lieut. 34
2905,L. Autronius (6) P. f. L. n. Paetus,cos. suff. 33
2906,L. Flavius (18) -,cos. suff. 33
2907,M. Acilius (16) M'. f.  Glabrio,cos. suff. 33
2908,Q. Laronius (2) Aem.?,cos. suff. 33
2909,L. Asellius (not in RE) (= L.? Sempronius Asellio?)?,pr. 33
2910,-. Asellius (not in RE) L. f. (= Sempronius Asellio?)?,pr. suff. 33
2911,M. Herennius (13) M'. f. T. n. Fab.? Picens?,cos. suff. 34
2912,"L. Cornelius (32, cf. 104) (Cinna)",cos. suff. 32
2913,M. Valerius (255) M. f. Messalla,cos. suff. 32
2914,Potitus Valerius (267) (M. f. M. n.?) Messalla Messalla,pr. c. 32
2915,"M.? Nonius (25-26, cf. 27) Balbus",tr. pl. before 31
2916,Q. Oppius (21),procos.? 31
2917,"Cn.? Pompeius (7?, cf. 112) Q. f. - n.",cos. suff.? 31
2918,L. Arruntius (7) L. f. L. n. Ter.,sen. 43
2919,Q. Didius (4),promag. 31
2920,M. Octavius (34),promag. 31
2921,C. Baebius (12) T. f. Clu.,praef. class. 31
2923,C. Plautius (36) Rufus,leg. lieut. before 30
2924,L. Tarius (3) Rufus,leg. lieut. 31
2927,Sex. Appuleius (17) Sex. f.,son of Sex. Appuleius (16a) Sex. f.
2929,L. Iunius (165) M. f. D. n. Silanus,aug. 31
2930,"A. Terentius (92, cf. 91) A. f. Varro Murena",son of? A. Terentius (91) Varro (Murena)
2931,Q. Aemilius (79) M'. f. Lepidus,son of? M'. Aemilius (62) M'. f. Lepidus
2933,C. Licinius (44) Calvus Stilo,XV vir s. f. 31
2934,C. Mucius (14) Scaevola,XV vir s. f. 31
2939,L. Aemilius (14) L. f.,pr. date uncertain
2940,M.? Aemilius? (18) M. f.,pr.? before 300 to after 201
2941,C. Appuleius (31) M. f. Tappo,pr. before 50 to after 10
2942,C. Aelius (149) Tro. Tubero,pr. before 200 to after 1
2943,"C. (or L.) Aelius (103, cf. 148, 149) Tubero",pr. before 218
2944,P. Atilius (not in RE) L. f.,pr. before 200 to after 101
2945,Q. Caerellius (2) M. f. Qui.,pr. before 50 to after 10
2946,M'. Cordius (2) M'. f. Pap. Rufus,pr. after 46
2947,C. Cestius (7) L. f. Pob. Epulo?,pr. before 60 to after 13
2948,P. Claudius (27),pr. before 400 to after 201
2949,-. Caecilius (70) Metellus,sen. 43
2951,"L. (Calpurnius) (98?, Supb. 3.231) Piso Caesoninus or Frugi?",pr.? before 90
2952,"P. Claudius (306, Clodius 49) P. f. Ap. n. Pulcher",pr. after 31
2953,L. Caecina (not in RE) L. f.,pr. before 50 to after 10
2954,C. Caninius (Supb. 3.232) C. f.,pr. before 200 to after 1
2955,M. Fruticius (1) M. f. Pob.?,pr. before 59 to after 44
2956,-. Genucius (16) Cipus,pr. before 400 to after 201
2957,-. Domitius (40) Calvinus,pr.? before 300 to after 101
2958,L. Furius (55) L. f. Ouf. Crassipes,pr. before 49
2959,Q. Fabius (92) Labeo,pr. before 125 to after 101
2960,-. Fabius (144) Senator,pr. before 100 to after 1
2961,-. Cornelius (163) Gallus,pr. before 50 to after 10
2962,L. Livius? (25) Pella,pr. date uncertain
2963,L. Iulius (362) Mocilla,pr. before 42
2965,L. Livius (25) Ocella,pr. before 41
2967,A. (Manlius)? (cf. 74) Torquatus,pr. before 200 to after 101
2968,Q. Sanquinius (3) Q. f. Ste.,pr. before 50 to after 10
2969,P. Sextius (9),pr.? before 125 to after 76
2970,M. Plautius (22) Hypsaeus,pr. before 100
2971,C. Sulpicius (52) Galba,pr. before 60 to after 31
2972,C. Sempronius (79) Rufus,pr. before 44
2973,C. Servilius (91) M. f. M. n. Vatia,pr. date uncertain
2975,"L. Sentius (6, 9?) C. f. Ter.? (Saturninus) ?",pr. before 93 to after 89
2976,P. Sextilius (not in RE),pr.? before 200 to after 151
2977,P. Tedetius (1) L. f. Pol.,pr.? before 44
2978,"-. Uttiedius (Tedius 1, RE 5A.1.106-7) L. f. Afer",cos. desig. before 43 to 33
2979,M. Ampudius (1) N. f. Aem.,aed. before 50 to after 10
2980,P. Attius (6) P. f. Qui.? Col.?,aed.? before 39
2981,"L. Titius (14, cf. 15)",pr. before 42
2985,P. Barronius (1) Barba,aed. cur. before 60 to after 31
2986,C. Cincius (1),aed. pl. before 199
2987,P. Condetius (1) Valesi f.,aed. before 300 to after 201
2988,P. Menates (1) P. f.,aed. pl.? 150 to 101
2989,M. Mindius (1) L. f.,aed. before 300 to after 201
2990,Cn.? Octavius (3) Cn. f.,aed. cur. before 100 to after 31
2991,Q. Cloelius (4) M. f. Qui.,aed.? before 39
2992,-. Pompeius (?) Rufus,aed. date uncertain
2993,-. Postumius (?) A. f.,aed. cur. before 100 to after 31
2994,L. -s? (not in RE) L. f. Flaccus,pr. date uncertain
2996,"-. Aebutius (1, 2)",tr. pl.? before 63
2997,Q. Coelius (20) Pap. Latiniensis,tr. pl. before 67
2998,-. Appuleius (not in RE),tr. pl. date uncertain
2999,C. Falcidius (2),tr. pl. before 67
3000,-. Fabius (2),tr. pl. before 63
3001,C. Furius (11),tr. pl. before 169
3003,-. Cicereius (not in RE),tr. pl.? date uncertain
3004,-. Furius (not in RE),tr. pl.? date uncertain
3005,-. Crepereius (not in RE),tr. pl.? date uncertain
3006,-. Licinius (3),tr. pl.? before 63
3007,M. Lucilius (12),tr. pl. c. 64
3008,T. Iunius (32) L. f.,tr. pl. before 95 to after 85
3009,"-. Memmius (3, 5?)",tr. pl.? before 113
3010,-. Glitius (not in RE),tr. pl.? date uncertain
3011,-. Hostilius (not in RE),tr. pl.? date uncertain
3012,-. Iunius (not in RE),tr. pl.? before 234 to after 149
3013,-. Licinius (RE 12.2394),tr. pl.? date uncertain
3014,-. Papius (2),tr. pl.? c. 66
3015,L. Memmius (15) C. f. Gal.,tr. pl. before 43 to after 33
3016,L. Papirius (18),tr. pl. before 240 to after 124
3017,Q. Papirius (24),tr. pl. before 173 to after 155
3018,M. Octavius (32) Cn. f.,tr. pl. before 99 to after 87
3019,-. Papirius (not in RE),tr. pl.? date uncertain
3020,-. Ollinius (RE 12.2399),tr. pl.? date uncertain
3021,-. Minicius (RE Lex Minicia 12.2399),tr. pl. before 90
3022,-. Plaetorius (1),tr. pl.? before 191
3023,-. Plaetorius (2),tr. pl.? before 175
3024,M. Plaetorius (10),tr. pl. before 241
3025,-. Porcius (?),tr. pl.? date uncertain
3026,-. Petronius (not in RE),tr. pl.? before 32
3027,-. Papius (cf. 5),tr. pl.? date uncertain
3028,"-. Remmius (2, cf. 1)",tr. pl.? before 80
3029,-. Porcius (cf. 16) (Laeca)?,tr. pl. before 95 to after 90
3030,"-. Precilius or Praecilius? (1 or 2, Supb. 10.665-6)",tr. pl. before 60 to after 10
3031,-. Publicius (2),tr. pl.? before 81
3032,-. Titius (not in RE),tr. pl.? date uncertain
3034,Cn. Sentius (not in RE) C. f. Saturninus,q. c. 60
3035,M. Acilius (28) M. f. Caninus,q. before 28
3036,C. Velleius (1) Mae.,tr. pl.? c. 91
3037,Sex. Appuleius (16a) Sex. f.,pr. before 60 to after 31
3038,-. Vallius (not in RE),tr. pl.? date uncertain
3039,-. Aemilius (not in RE),q. date uncertain
3040,L. Ap(puleius) (not in RE) Dec(ianus),q. 44 to 43
3041,C. Caepasius (1),q. before 79 to after 70
3042,L. Caepasius (1),q. before 79 to after 70
3044,T. Atinius (11) T. f. Fab. Turannus (or Tyrannus)?,q.? 40
3045,C. Caecilius (71) Metellus,q.? before 82
3047,L. Aquillius (cf. 10) M'. f. M'. n. Florus,q. after 129
3049,C. Hedius (3) C. f. Cla. Thorus,q.? before 39
3050,L. Livius (26) L. f. Ocella,q. 41 to 27
3051,M. Herennius (41) M. f. Mae. Rufus,q. after 88
