id,name,highest_office
3052,Ti. Sempronius (56) Gracchus,q.? after 37
3053,C. Pomponius (not in RE) C. f.,q. before 78
3054,M. -? (not in RE),q. before 100 to after 1
3055,P. Pavus (Pavus) Tubitanus,q. date uncertain
3056,-. Servaeus (3),tr. pl.? 49
3057,P. Septimius (11),q. before 80 to after 27
3059,L. Servilius (17) L. f. L. n.,q. before 60 to after 31
3060,M. Sergius (18) M'. f.,q. after 242
3061,Q. Voconius (5) Vitulus,q.? after 40
3062,"-. Tullius (49, cf. 9) Ste.? Rufus",q. before 46
3063,T. Vibius (19) Temudinus,q. before 88 to after 78
3064,M. Se-? (not in RE),q. date uncertain
3066,M. (Claudius)? (?) Mar(cellus)?,q. before 50
3067,"M'. Acil(ius) (11, cf. 15)",q. before 50
3068,Q. (Publicius)? (13?) Mall(eolus)?,proq. pro pr. date uncertain
3069,L. Anni-? (not in RE),q. before 50
3070,P. Ann- or Ani-? (not in RE),q. before 50
3071,-. An-? (not in RE),q. before 50
3072,P. At(ilius)? (not in RE),q. before 50
3073,C. Calp(urnius) (not in RE),q. before 50
3074,"P. Cornelius (not in RE, cf. 357)",q.? date uncertain
3076,C. D-? (?),q. before 50
3077,D. D-? (?),q. before 50
3078,L. Gn-? (?),q. before 50
3079,-. Oppius (6),q. before 50
3080,L. Scribonius (19) Libo,pr.? 80
3083,P. Ru-? (cf. Rutilius 27),q. before 50
3084,P. Te-? (?),q. before 50
3085,C. Tri-? (?),q. before 50
3086,-. Tri-? (?),q. before 50
3087,C. Allius (?) Bala,q. before 43 to after 36
3088,Q. B-? (?),q. before 43 to after 36
3090,L. Pos-? (14),q. before 50
3091,S.? Pos-? (not in RE),q. before 50
3092,Q. Anni(us) (not in RE),q. before 43 to after 36
3093,A. P-? (?) N-?,q. before 50
3094,C. Arruntanus (1) Balbus,propr.? before 27
3095,-. Appuleius (6),procos. date uncertain
3096,-. (Furius)? (53) Crassipes,q. before 43 to after 36
3097,C. Clodius (62) C. f. Arn.? Vestalis,procos. date uncertain
3098,Ser. Cornelius (208b) Ser. f. Lentulus,pr. c. 110
3099,"Q. Baebius (20a, Sup. 1.235 / 53, Sup. 3.192) Q. f.",father of Baebia (47b)
3100,C. Megabocchus (1),pr. before 200 to after 1
3101,M'. Fonteius (10),leg. lieut. 75 to after 72
3102,P. Licinius (27),procos. date uncertain
3103,L. (Scribonius)? (20?) L.f. Libo,proq. pro pr. date uncertain
3104,M. (Sempronius) (not in RE) (Rutilius),procos. before 100 to after 1
3105,P. -nius? (not in RE),procos. before 88
3106,C. Rabirius (cf. 6) C. f.,pr. before 200 to after 101
3108,Q. Pinarius (6) L. f. Aem.,tr. mil. before 43 to after 31
3111,M'. Sabidius (3) M'. f.,leg. before 60 to after 31
3112,"Q. Coponius (7, Cosconius 10) Q. f.",leg. before 150
3113,L. Valerius (310) Praeconinus,leg. lieut. before 78
3114,L. Iunius (21a) M. f. D. n. Silanus,leg. lieut.? 43 to 42
3115,-. (Marcius)? (not in RE) Rex,officer (title not preserved) before 60 to after 43
3116,-. -cius? (not in RE) Balbus,leg. lieut. date uncertain
3117,-. -us? (not in RE) M. f.,leg. before 150 to after 101
3119,Q. Laenius (1) Q. f.,praef. Cap. Cum. date uncertain
3120,C. Lucilius (6) C. f. (Hirrus?)?,III vir cap. before 60 to after 31
3121,L. Calpurnius (14),III vir cap. before 100 to after 1
3123,L. Servilius (cf. 17) L. f. L. n.,III vir before 60 to after 31
3124,-. -ius? (not in RE) Sex. f.,III vir date uncertain
3125,-. Cosconius (1),viocurus date uncertain
3126,M. Opimius (8),son of? L. Opimius (4) Q. f. Q. n.
3127,C. Coelius (13) C. f. C. n. Caldus,pr. before 100 to after 31
3128,-. Pullius (2),viocurus date uncertain
3129,L. Coelius (15) C. f. C. n. Caldus,son of? C. Coelius (12) C. f. C. n. Caldus
3132,-. Aemilia (not in RE),Vestal. date uncertain
3133,P. Cornelius (cf. 331) P. f. P. n. Scipio,son of P. Cornelius (330) L. f. L. n. Scipio Africanus
3134,L. Afinius (not in RE) L. f. Lem.,sen. 129
3135,P. Albius (not in RE) P. f. Qui.,pr. before 129
3136,C. Annius (not in RE) C. f. Cam.,sen. 135
3137,L. Annius (not in RE) L. f. Pol.,sen. 135
3138,L. Anthestius (Antistius) (not in RE) Sab.,sen. 129
3139,T. Annius (21),sen. 66
3140,Q. Annius (18) Chilo,sen. 63
3142,C. Albanius  (Albinius 1),sen. 61
3143,C. Anicius (1) Men.?,sen. 44
3144,-. Calidius (cf. 2) Cn. f.,sen. 73
3145,L. Ap(p)uleius (not in RE) L. f. Ser.,aed.? before 44
3146,M. Appuleius (not in RE) M. f. Cam.,sen. 129
3147,M'. Aquillius (not in RE),sen. 74
3148,Cn. Aufidius (not in RE) Vel.,sen. 129
3150,-. Caecilius? (Bucilianus 1) Bucilianus,sen. 44
3151,-. Attidius (Atidius 2),sen. 75
3152,Q. Caecilius (?) Q. f. Ani.,sen. 129
3153,M. Atilius (34) Bulbus,sen. 74
3154,Cn. (Appuleius) (27) L. f. Saturninus,sen. 54
3156,-. Asinius (1),sen. 43
3158,"C. Coelius (cf. 6, Supb. 3.255) C. f. Aem.",sen. 129
3160,Sp. Carvilius (not in RE) L. f. Sab.,sen. 129
3161,L. Caulius (not in RE) Mergus,sen. 74
3162,"C. Claudius (20a, Supb. 3)",sen. 71
3163,C. Caudinus (not in RE),sen. 74
3164,P. Cornelius (385) Sulla,sen. 63
3165,C. Cornelius (89) Cethegus,sen. 63
3166,-. Cornelius (84) Cethegus,sen. 63
3167,Q. Claudius (30) Ap. f. Pol.,sen. 129
3168,C. Cornelius (17) M. f. Ste. (Cethegus?)?,pr.? before 129
3169,Q. Considius (7),sen. 74
3170,L. Coponius (4) L. f. Col.,sen. 134
3171,"Q. Calpenus (1, 3.1363)",sen. 46
3172,C. Didius (not in RE) C. f. Qui.,sen. 129
3173,L. Domitius (not in RE) Cn. f. (Cn. n. Ahenobarbus)?,sen. 129
3174,Cn. Egnatius (not in RE) C. f. Ste.,sen. 165
3175,"M. Cosconius (9, cf. 8) M. f. Ter.",sen. 129
3176,C. Egnatius (27) Cn. f. Cn. n. Maximus,monetal. 75
3177,Ser. Cornelius (389) Sulla,sen. 63
3178,Q. Fabius (143) Sanga,pr. before 58
3179,Cn. Egnatius (8) Cn. f. (Maximus?)?,sen. 70
3180,"L. Cornificius (4, cf. 5)",sen. 52
3181,L. Erucius (3) L. f. Ste.,sen. 44
3182,L. Faberius (2) L. f. Ser.,pr. before 78
3183,P. Decius (1),sen. 43
3184,C. -? (20) Gallus,sen. 70
3185,A. Fulvius (cf. 94) A. f. Tro.,sen. 63
3186,-. Flavius (cf. 17) L. f. Lem.,sen. 44
3187,L. Genucius (not in RE) L. f. Ter.,sen. 129
3188,P. Gessius (not in RE) P. f. Arn.,sen. 129
3189,"M'. Fonteius (7a, Supb. 3.528) C. f.",sen. 165
3190,C. Fannius (8) C. f.,pr. before 81
3191,"M. Gellius (7, cf. Asellius (not in RE)) M. f. Mae.",sen. 44
3192,M. Falerius (1) M. f. Cla.,sen. 129
3193,C. Fidiculanius (1) Col.? Falcula,sen. 74
3194,L. Filius (1) L. f. Hor.,sen. 129
3195,-. Fonteius (1) Q. f. Pap.,sen. 161
3196,Ti. Gutta (1),sen. 74
3197,Q. Laberius (not in RE) L. f. Mae.,sen. 129
3198,M. Lollius (not in RE) Q. f. Men.,sen. 129
3199,"C. Herennius (not in RE, cf. 5) Q. f.",sen. 129
3200,"Cn. Lutatius (1, 12) Cn. f. Ani.? Arn.? Cerco?",sen. 140
3201,L. Iulius (141) Sex. f. (Sex. n.) Fal. Caesar,pr.? before 129
3203,-. Licinius (39) Bucco,sen. 88
3204,Q. Iunius (30) Q. f. Lem.?,sen. 70
3205,M. Iuventius (18) Pedo,sen. 74
3206,C. Licinius (14) C. f. Ter.,sen. 129
3207,M. (or M'.) Lucilius (11) M. f. Pom. (Rufus?)?,sen. 129
3208,M. Lucretius (9),sen. 70
3209,L. Manlius (Mallius 6) L. f. Men.,pr. c. 126
3210,Cn. Heius (3),sen. 74
3211,C. Luscius (2) Ocrea,sen. 76
3212,Q. Lucienus (1),sen. 67
3213,-. Nonius (cf. 50),sen. 43
3214,C. Nautius (Nutius 1) Q. f. Vot.,sen. 129
3215,M. Munius (not in RE) M. f. Lem.,sen. 129
3217,T. Manlius (85) T. f. Torquatus,pr. before 55
3218,M. Octavius (69) Pol. Ligus,sen. 75
3220,Cn. Octavius (19) L. f. Aem.,sen. 129
3221,T. Manilius (10),sen. 76
3222,-. Manilius (2),senator before 183
3223,C. Nemetorius (or Numitorius)? (1) C. f. Lem.,sen. 129
3224,T. Ofidius (Aufidius?)? (not in RE) M. f. Pob.,sen. 165
3225,Cn. Pompeius (6) Cn. f. Clu.,sen. 129
3226,P. Popillius (29) P. f. Ter. Laenas,sen. 129
3227,P. Popillius (10),sen. 70
3228,C. Popillius (3),sen. 71
3229,"M. Popillius (7, cf. 23)",senator date uncertain
3230,Cn. Oppius (28) Cn. f. Vel. Cornicinus,sen. 57
3231,C. Plautius (25) Numida,sen. 100
3232,-. Plaetorius (19) Rustianus (or Cestianus)?,sen. 46
3233,P. Plautius (16) P. f. Pap.,sen. 44
3234,M. Plaetorius (11),sen. 82
3235,-. Papirius (7) Qui.,sen. 134
3236,Q. Petillius (6) T. f. Ser.,sen. 78
3237,L. Plaetorius (6) L. f. Pap.,sen. 129
3238,Q. Popillius (30) P. f. Rom. Laenas,sen. 129
3239,P. Porcius (cf. 4 and 19) P. f. (Laeca)?,sen. 165
3240,-. Publilius (1),senator date uncertain
3241,M. Pupius (7) M. f. Sca.,pr. before 101
3242,L. Quinctius (13),sen. 43
3243,M. Quinctius ('Quintius') (51) M. f. Pol.? Pob.? Plancinus,sen. 44
3244,M. Porcius (18) Pap.? Laeca,sen. 63
3245,Q. Postumius (21),sen. 31
3246,-. Popillius (15) Laenas,sen. 44
3247,L. Rubrius (11),sen. 49
3248,C. Rubrius (9) C. f. Pup.?,sen. 129
3249,P. Sestuillius (Sextilius 14) P. f. Ouf.? Tro.?,q.? before 39
3250,P. Serrius (or Sergius)? (Sergius 20),sen. 44
3251,C. Sempronius (not in RE) L. f.,sen. 165
3252,M. Serrius (or Sergius)? (not in RE) M. f. Ter.,sen. 129
3253,C. Silius (not in RE) Sex. f. Cam.,sen. 129
3254,P. Septimius (51) Scaevola,sen. 74
3255,M. Servilius (20),q. before 55
3256,L. Rutilius (16) Flaccus,sen. 72
3257,C. Sempronius (5) C. or Cn.? f. Fal.,pr. c. 126
3258,C. Sentius (4) C. f. Sab. Saturninus Vetulo,son of? Cn. Sentius (A) Saturninus
3259,A. Sempronius (3) A. f. Fal.,sen. 140
3260,L. Saenius (1) Ouf.?,sen. 63
3261,P. Saturius (1),sen. 74
3262,P. Silicius (1) Corona,sen. 43
3263,-. Tuticanus (cf. 3) Gallus,sen. 48
3264,-. Valgius (cf. 2 and 4),sen. 45
3265,"Q. Valgius (5a, 8a.2.2390) M. f. Rom.? Aem.? Cor.? Pob.? -lia?",pr.? before 129
3266,"Ser. Sulpicius (20, cf. 19)",sen. 49
3267,-. Statius (1) Vol.? 'the Samnite'?,sen. 87
3268,"-. (Velleius)? (4, cf. 5, 8A.368) Capito",sen. 43
3269,L. Vargunteius (3),sen. 66
3270,Cn. Terentius (21),sen. 63
3271,Q. Titinius (17) C. f. Ter.,sen. 70
3272,P. Silius (7) L. f. Gal.,sen. 129
3273,Sex. Teidius (2),sen. 52
3274,Q. Statilienus (1) Q. f. Cor.,sen. 140
3275,Cn. Tudicius (1),sen. 66
3276,M. -? (not in RE) Pob. Pallacinus,sen. 39
3279,"C. Volcacius (5, Supb. 9.1838-1839, no. 18) Gurges",senator date uncertain
3280,C. Vibienus (3),sen. 52
3281,-. Magius (cf. 8) Minati. f. Cor.,pr. before 81
3282,L. Anthestius (Antistius) (not in RE) C. f. Men.,sen. 129
3283,Mam. -? (not in RE),leg. lieut.? 73
3284,T.? Vibius? (17) Pansa,tr. pl.? 51
3285,Proc. Verginius (18a) Tricostus,cos.? 435
3286,Sex. Pompeius (19) Sex. f. Sex.? n.,cos. 35
3287,-.? Cornelius (not in RE),tr. pl.? before 100 to after 86
3288,C. Annius (not in RE) C. f. Arn.,sen. 129
3289,L. Afinius (not in RE) L. f. Ouf.,sen. 129
3290,L. Antistius (not in RE),leg. env. 215
3291,T. (Quinctius)? (not in RE) Q. f. Crispinus,q. 70
3292,L. Aelius (?) (C. or T. f.) Arn. Capito,sen. 39
3293,Sex. Ann(ius?)? (not in RE),q. date uncertain
3294,"Canini Sallustius (1A.2 1913, 1919)",q. before 50
3295,-. Porcius (?) Laeca,tr. pl.? date uncertain
3296,-. Porcius (?),tr. pl.? date uncertain
3297,M'. Acilius (1) M'. f. Vol. (Balbus)?,sen. 170
3298,C. Acilius (4),senator date uncertain
3299,-. (Aeb)utius or (Pla)utius? (?),senator date uncertain
3300,M. Aeficius (1.475) Calvinus,praef. before 100 to after 1
3301,L. (Aelius)? (not in RE) (C.? f. or T.? f.) Arn. Capito,sen. 39
3302,-. (Aelius)? (90) Marullinus,sen. 31
3304,Q. Aelius (156) L. f. Tro. Tubero,sen. 32
3305,M. Baebius (18),sen. 74
3306,P. Bagiennus (1),officer (title not preserved) 43
3307,-. -? (not in RE) L. f. Ouf. Balbus,sen. 39
3308,"-. Barbarius (not in RE, cf. Barbatius 1) Philippus",pr. date uncertain
3309,L. Cae(-)? (not in RE),officer (title not preserved) 36
3310,"-. Caecilius (not in RE, cf. 1)",sen. 44
3311,C. Aufustius (not in RE),sen. 43
3312,M. Aufi(dius)? (not in RE) Scaeva,officer (title not preserved) 36
3313,Cn. Aufidius (not in RE) T. f.,pr. before 200 to after 101
3314,L. Afranius (not in RE) L. f. (A.? n.),senator? date uncertain
3315,Sex. Albedius? (Albesius 1),sen. 43
3317,P. Alf(ius) or Alf(enus)? Primus,leg. pro. pr. before 60 to after 10
3318,-. Alfidius Aem.,senator? date uncertain
3319,"P. Al(-)? (not in RE, cf. Alfenus 8)",officer (title not preserved) 36
3320,-. Amnaeus? (not in RE),sen. 60
3321,L. Annalius (1),sen. 55
3322,L. Annius (not in RE),q. date uncertain
3323,L. Annius (not in RE),senator before 306
3324,A. Afranius (not in RE) L. f. (A.? n.),senator? date uncertain
3325,P. Annius (31) Asellus,sen. 75
3326,Q. Aponius (6),Eques uncertain date
3327,"M. Asellius? (not in RE, cf. Gellius 7) M. f. Mae.",sen. 44
3328,-. Aquillius (19) Florus,senator? date uncertain
3329,-. Aquillius (cf. 19) (Florus?)?,senator? date uncertain
3330,-. Articuleius (see 2) Paetus,sen. 31
3331,Q. Aemilius (78) Lepidus,senator date uncertain
3332,Sex.? (At)ilius? (not in RE) Sex. f. Cam.,sen. 129
3333,-. Attius (or Atticus)? (not in RE),sen. 79
3334,L. Aurelius (not in RE),pr. pro cos. before 125 to after 76
3335,Q. Caecilius (12.1829) Q. f. Atticus,tr. mil. before 43 to after 31
3336,T. Caelius (not in RE),sen. 100
3337,-. Cossinius (?) L. f.,
3338,C. Caelius  (not in RE) C. f. Rufus,tr. pl. before 48
3339,P. Caesetius (5) Rufus,pr.? before 42
3340,Q. Raesius (or Caesius)? Q. f.,q.? 49
3341,Sex. Caesius (13),Eques 61
3342,P. Calp-,officer (title not preserved) 36
3343,P. Calpurnius (49) Lanarius,officer (title not preserved) 81
3344,Cn. Calpurnius (68),father of? Cn. Calpurnius (73) Piso
3346,"L. Papirius (16, cf. 46 and 52)",
3348,-. (Minucius)? (2),pr. 270
3349,"M. Livius (12, 13) Drusus ",pr.? before 267
3351,C. (Baebius)? (not in RE) Herennius,pr. before 218
3352,P. Cornelius (266) Merenda ,pr. before 218
3353,"M.? Pomponius (18, cf. 20) Matho",pr. 216
3355,K. Quinctius (Claudius 151) Claudus Flamininus,pr. 208
3356,L. Acilius (Atilius 16 = Acilius 7) K. f. (Sapiens) ?,pr. 197
3358,P. Cornelius (95 = 96) L. f. P. n. Cethegus ,pr. 184
3359,Q. Minucius (24) Q. f.,pr. c. 164
3362,Cn. Egnatius (cf. 1) C. f.,pr. c. 143
3363,-. Cornelius (172) Lentulus ,pr.? 137
3364,"T. Manlius (2, cf. 37 and 74)",pr. 134
3366,-. Livius or Oppius? (Livius 30) Salinator ,pr.? before 122
3368,"C. Servilius (91, cf. 14) (M. f.) Vatia ",pr. before 121
3369,M. Porcius (15) Cato (Salonianus),pr. c. 113
3370,Ser. [ - ] (not in RE) Ser. f.,pr. before 112
3372,"L. (or Cn.) Tremellius (not in RE; cf. 5, 6) L. f. Cn. n. Scrofa ",pr. c. 105
3374,L. [ - ]onius (?) L. f.,pr. 105
3375,-. (?) P. f.,pr. 105
3376,L. Caesius (cf. 4) C. f.,pr. before 103
3379,C. [ - ]ius (?) C. f.,pr. before 101
3380,L. Memmius (cf. 12) C. f.,pr. before 101
3381,Q. Valgius (not in RE) M. f.,pr. before 101
3382,Q. Marcius (81) Philippus ,pr. before 100
3383,Cn. Cornelius (133) Dolabella ,pr. before 100
3384,L. Sentius (6) C. f. (Saturninus) ?,pr. before 94
3385,Sex. Pompeius (18) (Sex. f. Cn. n.),pr. before 89
3387,M.? Valerius (249) Messalla ,pr. before 90
3388,P. Cornelius (97) Cethegus ,pr.? before 91
3391,A. Postumius (35) Sp. f. Albinus ,pr. c. 82
3392,"P. Magius (10, cf. 8) Minati. f.",pr. 88 to 82
3394,Q. Arrius (7 = 8),pr. 73
3395,L. Titius (14),pr. before 70
3396,"A. Manlius (70, 76) Torquatus ",pr. before 68
3397,Cn. (Cornelius)? (not in RE) Scipio ,pr. before 67
3399,A. Gabinius (10 = 11) A. f. A. n.,pr. 61
3401,Cn. Tremellius (cf. 5) Cam.? Scrofa ,pr. before 60 to after 56
3402,M. Curtius (8) Peducaeanus ,pr. 50
3403,L. Livineius (2) Regulus ,pr. before 49
3405,-. Octavius (7 = ?17) Cn. f.,pr.? before 200 to after 101
3408,M. Marcius (cf. 23),pr. before 200 to after 101
3409,L. Furius (?) L. f.,pr. before 200 to after 101
3410,-. (Cornelius)? (?) Scipio ,pr. before 200 to after 101
3412,-. (Cornelius)? (?) Sulla ,pr.? before 200 to after 101
3413,-. [ - ]us (?),pr. before 200 to after 1
3414,-. Calpurnius (cf. 97),pr. before 200 to after 1
3415,"L. Fufidius (3, cf. 4)",pr. before 200 to after 1
3416,L. Quinctius (52) L. f. Rufus ,pr. before 100 to after 1
3417,-. (Terresius)? (?),pr.? before 100 to after 1
3418,-. Furius (cf. 62) Leptinus ?,pr. before 100 to after 1
3419,-. Procilius (?),pr. before 100 to after 1
3420,"-. Calidius (1, cf. 5, 4, 3)",leg. env. 82
3421,L.? Caecilius (cf. 70) Metellus,sen. 43
3422,-. Canidius (1),q.? 58
3423,-.? -? (not in RE) Cap(-)?,officer (title not preserved) 36
3424,"-. Cassius (29a, Supb. 1.277) Barba",officer (title not preserved) 45
3425,-. Cassius (not in RE) Sabaco,sen. 115
3426,-. -? (not in RE) Cillo (or Chilo?)?,sen. 43
3427,C.? Claudius (or Clodius)? (165) Glaber,pr. 73
3428,P. Claudius (not in RE) Nero,officer (title not preserved) 125
3429,"Ti. Claudius (cf. 250, 251, 252) Ti. f. Clu. (Nero or Asellus)?",sen. 165
3430,"Ap. Claudius (299, cf. 15) Pulcher",sen. 43
3431,P. Clusius (not in RE) P. f.  Vot. Gallus,tr. mil. 49
3433,-. Pacideius (1),praef. eq. 46
3434,-. Pacideius (cf. 1),praef. eq. 46
3435,-. Coelius (not in RE),leg. before 100
3436,C. Coelius (7),tr. pl. 51
3437,-. -minius? (not in RE) T. f. Longinus,pr. date uncertain
3438,C. Cornelius (not in RE) C. f.,praef. 71
3439,L. Cornelius (not in RE) L. f. Vot.,architect. censoris 65
3440,-. Cornificius (not in RE),senator date uncertain
3441,P. Cornificius (6),sen. 52
3442,C. Curtius (6) Sab.?,Eques 80
3443,P. Curtius (10) (Salassus)?,Eques 46
3445,C. Curtius (cf. 24) Postumus,
3446,-. Domitius (34) Apulus,sen. 43
3447,Cn. Egnatius (2) Cn. f. Cn. n. Maximus,sen. 74
3448,-. Egnatius (not in RE) Vale(rianus)?,sen. 31
3449,C. Egnatuleius (1),q.? 97
3451,C. Annius (8),pr.? before 300 to after 201
3452,-. Appuleius (not in RE),leg. before 50 to after 1
3454,"-. Titius (not in RE, cf. 20)",tr. pl.? c. 45
3455,-. Titius (not in RE),tr. pl.? before 81
3457,M. - (not in RE),q. before 125 to after 101
3458,P. Paquius (3) P. f. Scaeva,aed. cur. before 30
3459,-. Macheras (not in RE),praef. 38
3460,-. Maevius (1),pr.? before 175
3461,-. Magius (1),Eques uncertain date
3462,"-. Mamurra (14.966-77, cf. Vitruv. 9A.419-89)",Eques uncertain date
3463,T. Manlius (10),q. 99
3464,C. Fannius (7) C. f. C. n.,pr. before 117
3465,M. Fidustius (1) Ste.?,sen. 82
3466,L. Firmius (not in RE) L. f.,Eques uncertain date
3467,Q. Fiscilius (not in RE),pr. 28
3468,C. Flavius (13),sen. 40
3469,-.? (Manlius)? (cf. 44) Acidinus,
3470,P. (Flavius?)? (180) Silva,sen. 31
3471,-. Fonteius (3) Q. f.,q. before 60 to after 10
3472,T. Mefu- (not in RE) M. f.,III vir date uncertain
3473,L. Memmius (13) L. f. Men.? Gal.,tr. pl.? c. 89
3474,A. Licinius (132) Nerva,monetal. 47
3475,"A. Manlius (13, 70) A. f.",monetal. 80
3476,A. Manlius (63) Q. f. Ser. Ser[gianus],monetal. 118 to 107
3478,A. Postumius (36) A. f. S. n. Albinus,son of? A. Postumius (35) Sp. f. Albinus 
3479,A. Spuri[us] or Spuri[lius] (Spurius 2),monetal. 139
3480,-. Aelius (?),monetal. 211 to 208
3482,"L. Autronius (1, 2)",monetal. 189 to 180
3483,-. Acilius or Naevius? (not in RE) Balbus,monetal. 169 to 158
3484,C. Cossutius (4) Maridianus,IIIIvir monetal. 44
3485,C. (Terentius)? (76) Varro,monetal. 209 to 208
3486,C. Aburius (cf. 1) Geminus,monetal. 134
3487,C. Aelius (not in RE),monetal. 209 to 208
3488,C. Allius (2) Bala,monetal. 92
3489,C. Antestius  (Antistius 10),monetal. 146
3490,C. Antius (13) C. f. Restio,monetal. 47
3491,C. Minucius (31) Augurinus,son of? C. Minucius (30) Augurinus
3492,C. Cassius (57?),monetal. 126
3495,C. Considius (12) Nonianus,brother of? M. Considius (13) Nonianus
3496,C. Considius (14) Paetus,son of C. Considius (11) Longus
3497,"C. Curiatius (10, cf. 3) Trigeminus",monetal. 142
3498,"C. Curiatius (11, cf. 3) Trigeminus",monetal. 135
3499,"C. Fabius (15, cf. 82) C. f. Hadrianus",monetal. 102
3500,"C. Fonteius (6, ?2)",monetal. 114 to 113
3501,C. Hosidius (4) C. f. Arn. Geta,sen. 43
3502,C. Iunius (14) C. f.,monetal. 149
3503,C. Maianius (1),monetal. 153
3504,C. Publicius (18) Malleolus,q.? 80
3505,C. (Publicius) (19) C. f. Malleolus,father of -. Publicius? (C) Malleolus
3506,C. Mamilius (8) Q. f. M. n. Pap. Limetanus,monetal. 82
3507,C. Marius (33) Capito,monetal. 81
3509,C. Naevius (10) Balbus,monetal. 79
3510,C. Norbanus (6),sen. 82
3511,C. Numitorius (1),monetal. 133
3512,C. Numonius (1) Vaala,monetal. 41
3513,C. Plutius (1),monetal. 121
3515,C. Renius (1),monetal. 138
3516,C. Sae[nius] (not in RE),monetal. 169 to 158
3517,C. Servilius (16) C. f.,"son of? C. Servilius (12, cf. 11) (Vatia)"
3518,"C. Servilius (13, 91) Vatia",monetal. 127
3519,C. Servilius (14) M. f.,son of? M. Servilius (C)
3520,C. Sulpicius (9) C. f. Galba,son of? C. Sulpicius (51) Ser. f. Ser. n. Galba
3521,C. (Iuventius) (28) Thalna,monetal. 154
3522,C. Terentius (56) Lucanus,monetal. 147
3523,C. Titinius (6),monetal. 141
3524,C. Valerius (167) C. f. Flaccus,son of? C. Valerius (166) P. f. L. n. Flaccus
3525,C. Vibius (20) Varus,IIIIvir a. p. f. 42
3526,C. Vibius (15) C. f. Pansa,sen. 82
3527,-. Cornelius (cf. 97) Cethegus,monetal. 115 to 114
3528,L.? (Cornelius) (103) Cinna,monetal. 169 to 158
3529,Cn. Cornelius (75) Cn. f. Blasio,monetal. 112 to 111
3530,Cn. Calpurnius (11),monetal. 189 to 180
3531,Cn. Cornelius (cf. 373) L. f. Sisenna,monetal. 118 to 107
3532,"Cn. Domitius (cf. 20, Supb.3.349) (Calvinus?, Ahenobarbus?)?",monetal. 128
3533,Cn. Gellius (4),monetal. 138
3534,Cn. Lucretius (32) Trio,monetal. 136
3536,Cn. Fulvius (14),monetal. 117 to 116
3538,D. Iunius (162) L. f. Silanus,son of L. Iunius (C) Silanus
3542,C. Gargonius (4),monetal. 86
3543,L. Aemilius (37) Buca,son of? L. Aemilius (36) Buca
3544,L. Pl[autius] (cf. 19) H[ypsaeus],monetal. 194 to 190
3545,L. Antestius (Antistius 33) Gragulus,monetal. 136
3547,L. Axius (7) L. f. Naso,monetal. 71
3548,C. Memmius (6) L. f. Gal.,monetal. 87
3549,L. Caesius (4),monetal. 112 to 111
3550,L. Cassius (32) Caeicianus,monetal. 102
3551,L. Cassius (64) Q. f. Longinus,repulsa (cos.) 63
3552,L. Marcius (47) Censorinus,sen. 82
3553,L. Cosconius (6) M. f.,son of? M. Cosconius (8) C. f.
3554,L. Cossutius (6) C. f. Sabula,monetal. 74
